UF,MG
Cidade,BOM JESUS DO GALHO
Nome Posto,BOM JESUS DO GALHO
Latitude,-19.83361111111111
Longitude,-42.31777777777778
Codigo,1942002
Qtd. Anos,79
Ano,Maxima
1941,83
1942,63.6
1943,94.6
1944,89.6
1945,75.2
1946,35.4
1947,72.4
1948,77.6
1949,100.4
1950,68.6
1951,35.8
1952,75.8
1953,36.7
1954,52.6
1955,70.6
1956,49.3
1957,35.9
1958,57.9
1959,65.2
1960,45.6
1961,52.8
1962,62.4
1963,63.4
1964,58.7
1965,46.2
1966,52.3
1967,52.4
1968,104.6
1969,38.8
1970,62.5
1971,30.6
1972,60.5
1973,78.6
1974,75.6
1975,56.1
1976,61.4
1977,51.3
1978,89
1979,100.8
1980,70
1981,115.9
1982,67.2
1983,67.5
1984,74
1985,78
1986,50
1987,136
1988,100
1989,111
1990,80.3
1991,58.7
1992,81.5
1993,55
1994,120.2
1995,55.4
1996,74.6
1997,85.5
1998,65
1999,150.3
2000,90.1
2001,70.3
2002,109.5
2003,97.8
2004,103
2005,85.3
2006,85.3
2007,76.3
2008,90
2009,76.7
2010,77.5
2011,76.4
2012,93.7
2013,60.5
2014,67.5
2015,53.3
2016,83.3
2017,105.6
2018,76.3
2019,104
