UF,MG
Cidade,JABOTICATUBAS
Nome Posto,JABOTICATUBAS
Latitude,-19.520555555555553
Longitude,-43.74444444444445
Codigo,1943004
Qtd. Anos,78
Ano,Maxima
1941,50.2
1942,96
1943,78.4
1944,70.8
1945,133.8
1946,47.4
1947,66.8
1948,75
1949,72.4
1950,96.2
1951,79.6
1952,95.2
1953,68.4
1954,55.8
1955,79
1956,78.6
1957,97.2
1958,54.2
1959,51.4
1960,61.8
1961,100.8
1962,97
1963,36.8
1964,82.6
1965,75.8
1966,102.8
1967,50.8
1968,91.2
1969,78.2
1970,92.6
1971,67.4
1972,63.8
1973,68.6
1974,65.2
1975,56.7
1976,61.2
1977,87.4
1978,112.7
1979,95.8
1980,70.3
1981,78.5
1982,51.3
1983,98.5
1984,66.2
1985,50.4
1986,171.4
1987,69.6
1988,57.9
1989,66.4
1990,80.6
1992,70.3
1993,51
1994,54
1995,85.2
1996,81.4
1997,128.4
1998,68.2
1999,74.7
2000,62.1
2001,110.6
2002,152.1
2003,109.5
2004,85.3
2005,76
2006,52.7
2007,69.8
2008,83
2009,73.9
2010,68
2011,74.2
2012,90
2013,61
2014,54.7
2015,52.4
2016,104.3
2017,69
2018,71.8
2019,80.4
