UF,MG
Cidade,ARACUAI
Nome Posto,ARACUAI
Latitude,-16.866666666666667
Longitude,-42.06666666666667
Codigo,1642000
Qtd. Anos,48
Ano,Maxima
1941,64.4
1942,80.4
1943,93
1946,63
1947,70.4
1948,48.2
1949,59.9
1950,41.6
1951,59.4
1952,65.8
1953,78.8
1954,75.8
1955,80.6
1956,87.6
1957,75
1958,62.7
1959,84.5
1960,107.5
1961,51.4
1962,57.2
1963,92
1964,64
1965,65.2
1966,75
1975,48.8
1976,65.2
1977,68.6
1978,47.9
1979,73
1980,59.2
1981,54.9
1982,48.2
1983,108.4
1984,74.4
1985,88.1
1986,50.8
1987,103.6
1988,50.4
1989,38.4
1990,71.6
1991,39.6
1992,59.2
1993,87.3
1994,47.2
1995,61.8
1996,105
1997,91.3
1998,87.5
