UF,MG
Cidade,PASSA TEMPO
Nome Posto,FAZENDA CAMPO GRANDE
Latitude,-20.62527777777778
Longitude,-44.43333333333333
Codigo,2044009
Qtd. Anos,78
Ano,Maxima
1942,65.9
1943,95.2
1944,50.1
1945,79.2
1946,60
1947,110.4
1948,118.2
1949,97.8
1950,100
1951,50.1
1952,59.1
1953,53.2
1954,105.6
1955,74.4
1956,80
1957,58.6
1958,89
1959,93.2
1960,66.2
1961,91
1962,87.2
1963,45.4
1964,76
1965,79
1966,94
1967,84
1968,77
1969,63.2
1970,82
1971,72.7
1972,80.6
1973,58
1974,52
1975,75
1976,53
1977,48.4
1978,91
1979,76
1980,146
1981,82.8
1982,131
1983,79
1984,75
1985,95
1986,120
1987,59.4
1988,74
1989,74
1990,65
1991,74
1992,113
1993,72
1994,60.4
1995,84.2
1996,77
1997,125
1998,72.1
1999,86.1
2000,80
2001,89.4
2002,67.8
2003,71.2
2004,107.5
2005,84.1
2006,41.6
2007,69
2008,115
2009,66.6
2010,63.7
2011,57.6
2012,54
2013,50.8
2014,57.5
2015,65.4
2016,106.3
2017,81
2018,88.6
2019,64.9
