UF,MG
Cidade,SILVIANOPOLIS
Nome Posto,VARGEM DO CERVO
Latitude,-22.13222222222222
Longitude,-45.91777777777777
Codigo,2245085
Qtd. Anos,53
Ano,Maxima
1967,74.8
1968,70.4
1969,72.4
1970,107.4
1971,70.8
1972,70.8
1973,129.8
1974,75
1975,69.2
1976,67.2
1977,98.2
1978,53.8
1979,97.4
1980,60.1
1981,127.2
1982,63.2
1983,159.2
1984,66.2
1985,111.2
1986,56.6
1987,71.8
1988,92.8
1989,62.2
1990,55.8
1991,93
1992,86.8
1993,53.2
1994,54
1995,106.2
1996,86.6
1997,56.6
1998,61
1999,74.7
2000,132.9
2001,58.9
2002,82.3
2003,82.7
2004,119.7
2005,67.8
2006,69.7
2007,81.2
2008,52.1
2009,67.8
2010,76.1
2011,226.3
2012,55.9
2013,65.3
2014,78.5
2015,68.8
2016,63.5
2017,36.4
2018,83.4
2019,62.2
