UF,MG
Cidade,JOAO PINHEIRO
Nome Posto,PORTO DA EXTREMA
Latitude,-17.030833333333334
Longitude,-46.01361111111111
Codigo,1746001
Qtd. Anos,57
Ano,Maxima
1962,33.1
1963,65
1964,102
1966,86.2
1967,55
1968,120.2
1969,106.8
1970,70.2
1971,55
1972,82
1973,128
1974,93
1975,64
1976,95
1977,57
1978,70
1979,93.3
1980,78.6
1981,93.4
1982,79.1
1983,87.3
1984,82.2
1985,78.3
1986,67.5
1987,67.2
1988,45.1
1989,75.6
1990,61.3
1991,72.4
1992,151.5
1993,98.5
1994,105.3
1995,57.2
1996,46
1997,100.7
1998,68.3
1999,139.4
2000,107
2001,103.6
2002,69.4
2003,86.9
2004,71.5
2005,73.2
2006,133.2
2007,86.7
2008,119.8
2009,73.8
2010,62.7
2011,95.4
2012,97.7
2013,120.3
2014,56.4
2015,48.4
2016,70
2017,55.7
2018,93.4
2019,61.5
