UF,MG
Cidade,ILICINEA
Nome Posto,ILICINEA
Latitude,-20.94527777777778
Longitude,-45.82361111111111
Codigo,2045026
Qtd. Anos,37
Ano,Maxima
1983,70.6
1984,67.6
1985,90.8
1986,54.6
1987,89.2
1988,73.8
1989,39.6
1990,82.8
1991,85.4
1992,133.8
1993,55.3
1994,74.6
1995,63.8
1996,89.4
1997,75.2
1998,75.4
1999,95.4
2000,135.4
2001,76.3
2002,59.8
2003,67.3
2004,111.8
2005,66.8
2006,49.6
2007,67.1
2008,82.5
2009,71.8
2010,51.2
2011,126.7
2012,86.1
2013,57.2
2014,45.8
2015,70.3
2016,106.5
2017,63.7
2018,65.3
2019,65.3
