UF,MG
Cidade,CORREGO NOVO
Nome Posto,CACHOEIRA DOS OCULOS - MONTANTE
Latitude,-19.776944444444442
Longitude,-42.47694444444445
Codigo,1942031
Qtd. Anos,34
Ano,Maxima
1986,38.7
1987,96.9
1988,91.7
1989,62.1
1990,49.5
1991,125.2
1992,90.4
1993,84.2
1994,89.2
1995,79.3
1996,68.1
1997,115.3
1998,57.4
1999,76.4
2000,148
2001,59.9
2002,87.5
2003,75.8
2004,69
2005,160
2006,66
2007,87.2
2008,69.4
2009,69.2
2010,82
2011,91.4
2012,87.2
2013,112.7
2014,50.6
2015,105.5
2016,97.5
2017,77.4
2018,69.7
2019,103.5
