UF,MG
Cidade,PRATA
Nome Posto,FAZENDA PARAISO
Latitude,-19.246944444444445
Longitude,-48.566111111111105
Codigo,1948005
Qtd. Anos,51
Ano,Maxima
1967,48
1968,69
1969,170
1970,90
1971,82
1972,72
1973,75
1974,59
1975,79
1976,58
1977,59
1978,120.8
1979,133
1980,78
1981,105
1982,115
1983,162.4
1984,73.4
1985,105.2
1986,78
1987,97
1988,65.3
1989,89
1990,73.2
1991,112.5
1992,106.7
1995,135
1996,45
1997,76
1998,95
1999,60
2000,90
2001,85.3
2002,85
2003,102
2004,92
2005,87.6
2006,80
2007,79
2008,73.4
2009,77.6
2010,81
2011,95.7
2012,78.6
2013,42
2014,61.6
2015,61.8
2016,70.5
2017,72
2018,93.1
2019,56.5
