UF,MG
Cidade,ALAGOA
Nome Posto,ALAGOA
Latitude,-22.17
Longitude,-44.636944444444445
Codigo,2244065
Qtd. Anos,78
Ano,Maxima
1942,71
1943,95.4
1944,83.8
1945,122.9
1946,63.2
1947,123.7
1948,77.2
1949,109.2
1950,58.2
1951,66
1952,75
1953,75
1954,75
1955,75
1956,100
1957,75
1958,100
1959,55
1960,75.2
1961,751.9
1962,75
1963,45
1964,60
1965,75
1966,121
1967,63
1968,86
1969,66
1970,108
1971,113
1972,138.4
1973,67.2
1974,66.4
1975,39.4
1976,66
1977,115.4
1978,87.6
1979,99
1980,87.8
1981,89.8
1982,65.8
1983,75.2
1984,34.4
1985,95.2
1986,110.4
1987,101.2
1988,64.2
1989,95.2
1990,50
1991,97.2
1992,122.4
1993,48.2
1994,148.2
1995,56.6
1996,88.8
1997,57.2
1998,65.2
1999,52.4
2000,138
2001,67.6
2002,55.6
2003,49.2
2004,88.2
2005,118.8
2006,70.8
2007,51.7
2008,118.6
2009,75.1
2010,203
2011,143.2
2012,59.3
2013,124
2014,55.2
2015,55.4
2016,80.4
2017,52.2
2018,56.4
2019,22.2
