UF,MG
Cidade,BORDA DA MATA
Nome Posto,BORDA DA MATA
Latitude,-22.27722222222222
Longitude,-46.163888888888884
Codigo,2246127
Qtd. Anos,45
Ano,Maxima
1975,70.1
1976,105
1977,86
1978,64.2
1979,65.8
1980,105.2
1981,114.4
1982,69.4
1983,87.2
1984,46.4
1985,75
1986,74.6
1987,52
1988,61
1989,50.9
1990,69
1991,98.4
1992,65
1993,63.6
1994,85.4
1995,108.6
1996,65.4
1997,55.6
1998,49.8
1999,67.5
2000,144.3
2001,71
2002,88.4
2003,72.3
2004,74
2005,52.2
2006,55.1
2007,70.2
2008,85
2009,74.9
2010,107.6
2011,85.5
2012,65.6
2013,50.5
2014,43.5
2015,27
2016,81.3
2017,69.1
2018,63.2
2019,80.8
