UF,MG
Cidade,MUTUM
Nome Posto,MUTUM
Latitude,-19.811111111111114
Longitude,-41.437777777777775
Codigo,1941019
Qtd. Anos,37
Ano,Maxima
1983,61
1984,78.9
1985,65.1
1986,124.4
1987,96.6
1988,80.6
1989,38.2
1990,55.8
1991,121.8
1992,81.4
1993,66.2
1994,84.6
1995,48.4
1996,92.4
1997,120
1998,92.6
1999,106.4
2000,74.2
2001,76.2
2002,60.6
2003,89.4
2004,91.9
2005,118.3
2006,81.7
2007,54
2008,113.2
2009,86.9
2010,102.7
2011,106.3
2012,53.8
2013,106
2014,66.5
2015,60.7
2016,120.9
2017,58.9
2018,72.4
2019,35
