UF,MG
Cidade,ITAUNA
Nome Posto,CALAMBAU
Latitude,-20.06833333333333
Longitude,-44.492222222222225
Codigo,2044020
Qtd. Anos,50
Ano,Maxima
1970,48.2
1971,85.5
1972,98.5
1973,78.6
1974,60.3
1975,76.8
1976,85.3
1977,60.2
1978,60.2
1979,90.2
1980,69
1981,89
1982,126
1983,150
1984,87
1985,91.3
1986,75
1987,80.5
1988,50
1989,101
1990,98
1991,100.5
1992,115.5
1993,30.2
1994,140.3
1995,72.8
1996,103.7
1997,92
1998,83.7
1999,58.7
2000,92.6
2001,69.8
2002,78.1
2003,54.8
2004,91.7
2005,101.9
2006,58.5
2007,55.5
2008,72
2009,60.5
2010,70.4
2011,110.1
2012,72.2
2013,78.8
2014,51.9
2015,56.2
2016,96.6
2017,54
2018,82.7
2019,75.7
