UF,MG
Cidade,PERDIZES
Nome Posto,PERDIZES
Latitude,-19.34861111111111
Longitude,-47.29527777777778
Codigo,1947007
Qtd. Anos,46
Ano,Maxima
1974,45.6
1975,63
1976,47
1977,63.2
1978,98.6
1979,93
1980,63.4
1981,62.8
1982,100.4
1983,72
1984,65.4
1985,67.8
1986,74
1987,65
1988,84.6
1989,70.4
1990,55.8
1991,66.2
1992,76.6
1993,45.4
1994,77.8
1995,78.5
1996,87.3
1997,82.3
1998,122
1999,85.6
2000,130.8
2001,90.3
2002,110.3
2003,78
2004,116
2005,68
2006,80.3
2007,97
2008,92.5
2009,97.3
2010,84.7
2011,140
2012,40
2013,73.5
2014,50
2015,53.6
2016,63.3
2017,52.2
2018,102
2019,77.8
