UF,MG
Cidade,SILVIANOPOLIS
Nome Posto,SILVIANOPOLIS
Latitude,-22.034166666666668
Longitude,-45.83527777777778
Codigo,2245089
Qtd. Anos,46
Ano,Maxima
1974,77.7
1975,58.2
1976,89.6
1977,98.6
1978,149
1979,69.6
1980,89.6
1981,68
1982,115.4
1983,98.8
1984,90.2
1985,132
1986,96.6
1987,90.5
1988,46
1989,123.7
1990,50.1
1991,69.6
1992,213.1
1993,99.4
1994,85.6
1995,116.1
1996,95.2
1997,60
1998,63.2
1999,50.5
2000,145.4
2001,40.5
2002,91.1
2003,115.5
2004,74.6
2005,186.3
2006,79.2
2007,50.4
2008,65.2
2009,80.5
2010,103.5
2011,95.6
2012,47.3
2013,79.9
2014,67.5
2015,76
2016,103.9
2017,146.1
2018,88.9
2019,54.2
