UF,MG
Cidade,TEOFILO OTONI
Nome Posto,FAZENDA DIACUI
Latitude,-17.491111111111113
Longitude,-41.239444444444445
Codigo,1741003
Qtd. Anos,52
Ano,Maxima
1968,50.7
1969,60.3
1970,58
1971,38
1972,52.5
1973,48.3
1974,41
1975,43.2
1976,55.3
1977,72.4
1978,132.8
1979,75
1980,72.6
1981,52.4
1982,96.8
1983,75
1984,55.4
1985,215.5
1986,34.6
1987,39.4
1988,22.8
1989,52
1990,28.7
1991,46
1992,61.4
1993,45
1994,41
1995,67.4
1996,41
1997,84.4
1998,66.8
1999,109.9
2000,130
2001,60
2002,73.2
2003,64.1
2004,83.6
2005,153.9
2006,128.5
2007,54.3
2008,71
2009,84.5
2010,38
2011,40.5
2012,68.5
2013,91.2
2014,125.9
2015,40.3
2016,89.5
2017,122.8
2018,64.3
2019,78.3
