UF,MG
Cidade,SETE LAGOAS
Nome Posto,SETE LAGOAS
Latitude,-19.466666666666665
Longitude,-44.25
Codigo,1944052
Qtd. Anos,58
Ano,Maxima
1941,55.4
1942,75.2
1943,67.2
1944,45.7
1945,72.9
1946,88.7
1947,87.7
1948,81.9
1949,105.9
1950,156.8
1951,88.9
1952,58.1
1953,58.6
1954,83.1
1955,101.5
1956,96
1957,72.2
1958,69
1959,56.4
1960,71
1961,83.9
1962,96.6
1963,34.1
1964,73.1
1965,102.8
1966,69.1
1967,62.5
1968,88.2
1969,90.2
1970,76.3
1971,99.9
1972,60.2
1973,93.9
1974,81.7
1975,61.4
1976,69
1977,152.9
1978,143.4
1979,84
1980,130.3
1981,128
1982,61.3
1983,87.2
1984,102.2
1985,127.2
1986,58
1987,62.4
1988,86.8
1989,83
1990,52.4
1991,71.1
1992,99.8
1993,63
1994,104.4
1995,147.7
1996,91
1997,112.2
1998,76.8
