UF,MG
Cidade,ITAUNA
Nome Posto,ITAUNA - MONTANTE
Latitude,-20.07138888888889
Longitude,-44.57027777777778
Codigo,2044002
Qtd. Anos,66
Ano,Maxima
1941,58.4
1942,89.5
1943,100.4
1944,90
1945,80.2
1946,90
1947,84
1948,106
1960,47
1961,11.8
1962,29.5
1963,30
1964,21
1965,22
1966,20
1967,70
1968,60
1969,90.1
1970,67.2
1971,115
1972,101.8
1973,70.4
1974,80.3
1975,62.4
1976,71.4
1977,69.2
1978,92.4
1979,113
1980,90.4
1981,79.4
1982,65.2
1983,85.4
1984,92.4
1985,75.1
1986,85.3
1987,75.4
1988,57.2
1989,78.2
1990,87.2
1991,70.4
1992,80.4
1993,71
1994,91
1995,78.3
1996,67.2
1997,101
1998,67.4
1999,52.4
2000,87.4
2001,54.3
2002,91.2
2003,64.3
2004,73.1
2005,65.1
2006,75.2
2007,50.4
2008,60.7
2009,72.5
2010,52.2
2011,53.1
2012,48.1
2013,59.8
2014,58.6
2015,64.1
2016,77.9
2017,58.5
