UF,MG
Cidade,ITAPAGIPE
Nome Posto,ITAPAJIPE (LAGEADO)
Latitude,-19.8925
Longitude,-49.37138888888889
Codigo,1949007
Qtd. Anos,39
Ano,Maxima
1941,63
1942,62.4
1943,81.4
1944,70.4
1945,61.4
1946,70.6
1947,87
1948,72.8
1949,84.6
1950,83.2
1951,80.6
1952,54.8
1953,88.4
1954,53.4
1995,62.6
1996,105
1997,97
1998,84
1999,72.5
2000,68.5
2001,76
2002,78.8
2003,81.2
2004,116.1
2005,110.6
2006,61
2007,90.5
2008,111.5
2009,110.5
2010,75.2
2011,101
2012,80.1
2013,139
2014,54.9
2015,80.5
2016,94.3
2017,141.3
2018,49.5
2019,87.3
