UF,MG
Cidade,IBITURUNA
Nome Posto,IBITURUNA
Latitude,-21.143055555555556
Longitude,-44.73777777777778
Codigo,2144023
Qtd. Anos,53
Ano,Maxima
1967,24.2
1968,48.8
1969,109.8
1970,148.2
1971,69.8
1972,72.4
1973,86
1974,88.8
1975,84.8
1976,47.2
1977,68.2
1978,70.1
1979,63.6
1980,71.5
1981,66.8
1982,72
1983,107.6
1984,90.4
1985,72.8
1986,69.5
1987,111.4
1988,87.4
1989,58
1990,61.2
1991,90
1992,183
1993,69
1994,108.4
1995,59.4
1996,117.8
1997,86.2
1998,75
1999,70.8
2000,66.7
2001,67.7
2002,95
2003,56.2
2004,83.2
2005,52.1
2006,110.6
2007,76
2008,49.3
2009,90.6
2010,53.9
2011,83.1
2012,73.5
2013,91.6
2014,86.7
2015,65.9
2016,85.2
2017,57.8
2018,72.4
2019,56.1
