UF,MG
Cidade,GRAO MOGOL
Nome Posto,GRAO MOGOL
Latitude,-16.566666666666666
Longitude,-42.9
Codigo,1642005
Qtd. Anos,40
Ano,Maxima
1961,3.8
1962,43.1
1963,141.5
1964,75.8
1965,120.2
1966,60.4
1967,136
1968,96.3
1969,126.4
1970,97
1971,78.6
1972,88.1
1973,70
1974,75
1975,88
1976,116
1977,100
1978,182
1979,139
1980,109.5
1981,185.4
1982,142
1983,152
1984,78.6
1985,146
1986,133
1987,75
1988,68.6
1989,135
1990,88.4
1991,156
1993,35
1994,145.6
1995,88.4
1996,129.6
1997,61.2
1998,116
1999,86.2
2000,116
2001,32.4
