UF,MG
Cidade,SAO FRANCISCO
Nome Posto,SERRA DAS ARARAS
Latitude,-15.502222222222223
Longitude,-45.39
Codigo,1545002
Qtd. Anos,37
Ano,Maxima
1981,1.8
1982,91
1983,115
1984,51
1985,55.2
1986,50.5
1987,105.1
1988,80
1989,100
1992,73.8
1993,59.8
1994,107.6
1995,97.4
1996,62.1
1997,149.1
1998,58.9
1999,118.4
2000,106.3
2001,59.1
2002,68.5
2003,83.1
2004,71.8
2005,104.9
2006,69.4
2007,93.7
2008,64.5
2009,122.3
2010,51.7
2011,74.1
2012,90.8
2013,56.4
2014,70.8
2015,75
2016,74.1
2017,79.8
2018,70.4
2019,71.2
