UF,MG
Cidade,ITANHANDU
Nome Posto,ITANHANDU
Latitude,-22.294444444444448
Longitude,-44.939166666666665
Codigo,2244068
Qtd. Anos,54
Ano,Maxima
1966,77.1
1967,66.6
1968,60.3
1969,84.6
1970,58.8
1971,67
1972,90
1973,58
1974,39
1975,100.6
1976,74.4
1977,96.6
1978,44.8
1979,117
1980,78.6
1981,93
1982,66.4
1983,105
1984,63
1985,69.8
1986,70
1987,66
1988,82
1989,60
1990,70
1991,113
1992,58
1993,58
1994,129.3
1995,68.4
1996,102.2
1997,48.4
1998,50.4
1999,70.4
2000,176.2
2001,62.4
2002,55.2
2003,76.6
2004,68
2005,86.8
2006,86.8
2007,63.8
2008,76.8
2009,85.6
2010,38
2011,77.3
2012,63.6
2013,69
2014,76.8
2015,65.6
2016,122.6
2017,66.4
2018,54
2019,51.4
