UF,MG
Cidade,LADAINHA
Nome Posto,LADAINHA (EFBM)
Latitude,-17.629444444444445
Longitude,-41.73722222222222
Codigo,1741006
Qtd. Anos,60
Ano,Maxima
1942,110.6
1943,72.4
1944,90
1945,148.6
1946,22.7
1952,75
1953,65
1954,59
1955,82
1956,86
1957,53.5
1958,59
1959,31
1960,83
1961,61
1962,92
1963,82
1977,84
1978,118
1979,82
1980,88.3
1981,77
1982,64.4
1983,104.4
1984,75
1985,82.8
1986,59
1987,68.8
1988,100
1989,101.2
1990,74.6
1991,94.6
1992,110.2
1993,64.8
1994,113.2
1995,52.3
1996,51.1
1997,64.8
1998,49.1
1999,60.2
2000,53.2
2001,54.1
2002,61.8
2003,79.1
2004,119.8
2005,71.5
2006,86.3
2007,79.8
2008,96
2009,106.8
2010,51.6
2011,51.5
2012,89.3
2013,68.2
2014,50.1
2015,53.1
2016,83.2
2017,86.1
2018,63.1
2019,50.1
