UF,MG
Cidade,SAO FRANCISCO
Nome Posto,VILA URUCUIA
Latitude,-16.13361111111111
Longitude,-45.742222222222225
Codigo,1645005
Qtd. Anos,53
Ano,Maxima
1967,101
1968,65.4
1969,130
1970,71.8
1971,61
1972,180.5
1973,91.2
1974,55
1975,60
1976,52.1
1977,62
1978,109
1979,98.8
1980,90.6
1981,77.5
1982,65
1983,77
1984,95.3
1985,125.1
1986,60.1
1987,77.8
1988,48.2
1989,50.1
1990,69
1991,85.3
1992,90.3
1993,49.5
1994,68.5
1995,85
1996,65
1997,70.2
1998,79.1
1999,80
2000,102.1
2001,80
2002,87.6
2003,52.3
2004,91.6
2005,64.5
2006,61.7
2007,59.5
2008,66.7
2009,62.4
2010,72.5
2011,83.5
2012,57.1
2013,78.3
2014,69.3
2015,64.9
2016,130
2017,56.3
2018,75.5
2019,52.9
