UF,MG
Cidade,ITUMIRIM
Nome Posto,ITUMIRIM
Latitude,-21.320833333333333
Longitude,-44.87277777777778
Codigo,2144005
Qtd. Anos,79
Ano,Maxima
1941,41.6
1942,70
1943,135
1944,79
1945,140
1946,82
1947,116
1948,95
1949,73
1950,75
1951,91
1952,69.2
1953,68.8
1954,78.8
1955,76.4
1956,59
1957,62.6
1958,95.2
1959,82.2
1960,71.4
1961,68.6
1962,86
1963,73.8
1964,76.6
1965,65.6
1966,88
1967,130
1968,74.6
1969,87.2
1970,68.4
1971,109
1972,56
1973,55.2
1974,96.4
1975,89.8
1976,100.6
1977,58
1978,110.4
1979,58.8
1980,76.4
1981,72.3
1982,90.4
1983,88
1984,68.6
1985,85
1986,69
1987,80.6
1988,92.4
1989,70.8
1990,52
1991,76.8
1992,191
1993,72
1994,93.8
1995,76.4
1996,79.6
1997,80.2
1998,64
1999,96.4
2000,89.3
2001,71
2002,66.2
2003,60.4
2004,96.2
2005,74.7
2006,67.1
2007,73.2
2008,110.3
2009,73.7
2010,64.1
2011,84.5
2012,70.5
2013,83.4
2014,129.6
2015,52.6
2016,82.1
2017,63.9
2018,56.3
2019,56.2
