UF,MG
Cidade,PAPAGAIOS
Nome Posto,PAPAGAIOS
Latitude,-19.428333333333335
Longitude,-44.719722222222224
Codigo,1944049
Qtd. Anos,45
Ano,Maxima
1975,60.1
1976,62
1977,153.2
1978,111
1979,92.2
1980,75
1981,70
1982,97
1983,78
1984,43
1985,97.6
1986,76
1987,59.2
1988,100.6
1989,88.2
1990,68
1991,130.2
1992,114.1
1993,110
1994,93.4
1995,161.1
1996,91.2
1997,57.7
1998,74.5
1999,83.8
2000,127
2001,52.5
2002,132.7
2003,76.4
2004,62.6
2005,53.7
2006,89.3
2007,57.7
2008,77.9
2009,69.5
2010,106.3
2011,103.7
2012,91.9
2013,101.4
2014,48.5
2015,59.5
2016,91
2017,39.9
2018,90.6
2019,47.9
