UF,MG
Cidade,CAMANDUCAIA
Nome Posto,CAMANDUCAIA
Latitude,-22.76
Longitude,-46.14694444444444
Codigo,2246057
Qtd. Anos,46
Ano,Maxima
1974,58.2
1975,60.2
1976,83.2
1977,54.6
1978,72.8
1979,69.6
1980,75.8
1981,76.2
1982,110.6
1983,74.2
1984,67.4
1985,72.8
1986,48.6
1987,57.2
1988,70.4
1989,60.2
1990,50.2
1991,74.8
1992,66.2
1993,96.8
1994,73.8
1995,82.4
1996,55.4
1997,58.4
1998,62.6
1999,70.6
2000,60.8
2001,90.6
2002,76.4
2003,40.6
2004,53.4
2005,74.8
2006,42.2
2007,52.2
2008,300.9
2009,108.2
2010,55.5
2011,607.2
2012,60
2013,90.9
2014,43.3
2015,54.5
2016,71.2
2017,163.8
2018,47.5
2019,86.5
