UF,MG
Cidade,TIRADENTES
Nome Posto,PORTO TIRADENTES
Latitude,-21.1225
Longitude,-44.2325
Codigo,2144002
Qtd. Anos,77
Ano,Maxima
1941,67
1942,66.3
1944,70.1
1945,106
1946,90.8
1947,126
1948,87.1
1949,91.4
1950,69.2
1951,69.4
1952,79.6
1953,104.2
1954,109.6
1955,62.5
1956,64.2
1957,65.9
1958,105.6
1959,49.4
1960,77.2
1961,82.7
1962,65.8
1963,66.9
1964,68.2
1965,87.4
1966,90.6
1967,55.2
1968,60
1969,69
1970,90.2
1971,73.6
1972,76.4
1973,72.4
1974,82.6
1975,87.4
1976,50.8
1977,112
1978,82.4
1979,92.8
1980,64
1981,63
1982,78.4
1983,90.2
1984,131.8
1985,52.4
1986,94
1987,56
1988,83
1989,95.2
1990,67.4
1991,78.4
1992,120
1993,83.4
1994,57.8
1995,113.8
1996,107.5
1997,98.7
1998,79.4
1999,90
2000,110.2
2001,59.8
2002,72.2
2003,69.1
2004,100.4
2005,85.1
2006,51.8
2007,120.9
2008,189
2010,48.2
2011,88.9
2012,67.3
2013,82.8
2014,68
2015,51.6
2016,93.9
2017,50.6
2018,61
2019,52.6
