UF,MG
Cidade,FORTUNA DE MINAS
Nome Posto,FORTUNA DE MINAS
Latitude,-19.563055555555557
Longitude,-44.44694444444444
Codigo,1944059
Qtd. Anos,36
Ano,Maxima
1984,56.4
1985,65.2
1986,72.4
1987,69
1988,95.4
1989,85
1990,60.5
1991,89
1992,81.4
1993,72.8
1994,127.6
1995,107.5
1996,104.6
1997,85.8
1998,97.6
1999,64.8
2000,95.2
2001,57.6
2002,79.8
2003,66.2
2004,67.4
2005,91.2
2006,72.4
2007,63.7
2008,92.8
2009,85.4
2010,80.4
2011,108.2
2012,74.6
2013,71.2
2014,72.8
2015,98.2
2016,83.4
2017,108
2018,74.8
2019,96.4
