UF,MG
Cidade,CARBONITA
Nome Posto,CARBONITA
Latitude,-17.579444444444444
Longitude,-42.995
Codigo,1742008
Qtd. Anos,66
Ano,Maxima
1947,50.8
1948,57.2
1949,85.6
1951,57.8
1952,88.4
1953,107.5
1954,59.2
1955,95.2
1956,100
1957,75.2
1958,86
1959,61.4
1960,74
1961,50.5
1962,76.5
1963,32
1964,75.2
1965,31
1966,50.4
1971,46
1972,64
1973,91.6
1974,38
1975,72
1976,91.4
1977,64
1978,104.8
1979,84
1980,54
1981,65.3
1982,74.2
1983,78.2
1984,53
1985,56
1986,73.1
1987,75
1988,45
1991,81.6
1992,107.4
1993,80.4
1994,84
1995,57.7
1996,68
1997,76.8
1998,57.6
1999,96.6
2000,91
2001,89.2
2002,98
2003,69.6
2004,66
2005,99.4
2006,111.4
2007,49.4
2008,58.2
2009,73.8
2010,115
2011,75.2
2012,65.4
2013,113.6
2014,61.2
2015,48.5
2016,114
2017,76.8
2018,114.2
2019,64.6
