UF,MG
Cidade,CARATINGA
Nome Posto,CARATINGA
Latitude,-19.735555555555557
Longitude,-42.1375
Codigo,1942021
Qtd. Anos,52
Ano,Maxima
1941,66.2
1942,82.6
1943,50.4
1944,95.6
1945,86.2
1946,69.6
1947,100.8
1948,76
1949,90
1950,83.6
1951,58
1952,62.6
1953,53.4
1954,45.2
1955,74.8
1956,105.6
1957,52.8
1958,44
1959,62.2
1960,83.7
1961,90.9
1962,94.5
1963,51.7
1964,91.6
1965,93.6
1966,58.1
1967,45.3
1968,68
1975,63.8
1976,68.3
1977,131.5
1978,84.7
1979,111.6
1980,68.4
1981,96.9
1982,78.5
1983,84.7
1984,82.3
1985,61.3
1986,55.5
1987,54.2
1988,80.2
1989,74
1990,85.6
1991,100.1
1992,54.3
1993,74.3
1994,91.4
1995,95.4
1996,98.1
1997,79.9
1998,90.5
