UF,MG
Cidade,LIMA DUARTE
Nome Posto,USINA BRUMADO
Latitude,-21.855555555555558
Longitude,-43.88638888888889
Codigo,2143019
Qtd. Anos,77
Ano,Maxima
1944,54.6
1945,106
1946,77.8
1947,112.2
1948,57
1949,75
1950,78
1951,75
1952,93.4
1953,77
1954,50
1955,60
1956,60
1957,92
1958,97.6
1959,54.3
1960,57.6
1961,75
1962,100
1963,53.5
1964,85
1965,67
1966,89.4
1967,69.8
1968,65
1969,58.4
1970,58.4
1971,71
1972,82.4
1973,91
1974,76
1975,48.4
1976,75
1977,72
1978,134
1979,102
1980,38.8
1981,68
1982,85.2
1983,80
1984,48.6
1985,87
1986,104
1987,63
1988,102
1989,75
1990,51
1991,72.2
1992,103
1993,128
1994,64.4
1995,69.6
1996,82
1997,63
1998,80
1999,128.5
2000,52.7
2001,61
2002,60
2003,68
2004,78.6
2005,89.2
2006,63.8
2007,82.9
2008,53.4
2009,73.1
2010,83.6
2011,63.7
2012,56.3
2013,78.2
2014,63.8
2015,56.7
2016,93.2
2017,93.8
2018,78.4
2019,75.6
2020,96.4
