UF,MG
Cidade,BOTELHOS
Nome Posto,CACHOEIRA DO CARMO
Latitude,-21.722499999999997
Longitude,-46.43861111111111
Codigo,2146028
Qtd. Anos,52
Ano,Maxima
1967,42
1968,47.5
1969,61.9
1970,68.3
1971,49.6
1972,67.4
1973,67
1974,65.4
1975,93.4
1976,67.2
1977,64.8
1978,95.8
1979,54.2
1980,74
1981,125.4
1982,75.5
1983,83.6
1984,61.6
1985,78.3
1986,76.2
1987,125.9
1988,48.4
1989,119.1
1990,141.5
1991,76.5
1992,65
1993,56.6
1994,86.5
1995,102
1996,75
1997,81.6
1998,74.4
1999,51
2000,141.8
2001,57
2002,63.6
2003,52.2
2004,101.8
2005,99.2
2006,53.6
2007,27.5
2008,26.1
2010,56.1
2011,87.8
2012,74.9
2013,97.1
2014,55.1
2015,97.2
2016,139.1
2017,66.9
2018,55
2019,33
