UF,MG
Cidade,DIVINOPOLIS
Nome Posto,DIVINOPOLIS
Latitude,-20.136944444444445
Longitude,-44.89194444444444
Codigo,2044006
Qtd. Anos,72
Ano,Maxima
1941,78.4
1942,61.2
1943,70.2
1944,92.6
1945,52
1946,75.4
1947,107.8
1948,59.9
1949,70
1950,83.1
1951,65
1959,44.3
1960,98.3
1961,149.3
1962,79.2
1963,54.8
1964,81.9
1965,52.1
1966,57.6
1967,48
1968,61
1969,100
1970,72.2
1971,75
1972,85
1973,68.2
1974,97.3
1975,97.1
1976,67
1977,61.1
1978,75.1
1979,118.1
1980,70.1
1981,69.2
1982,78
1983,73.4
1984,74
1985,79
1986,92
1987,69
1988,47
1989,97
1990,48.5
1991,121.2
1992,57.8
1993,70.4
1994,85
1995,32.5
1996,73.2
1997,112
1998,48.5
1999,107
2000,77.9
2001,70.7
2002,113
2003,68.3
2004,117.2
2005,63.1
2006,91.3
2007,75.2
2008,119.5
2009,100.3
2010,55.3
2011,76
2012,88.9
2013,59.5
2014,35.1
2015,62.5
2016,80
2017,80
2018,114.6
2019,98.2
