UF,MG
Cidade,DIAMANTINA
Nome Posto,DIAMANTINA
Latitude,-18.25
Longitude,-43.6
Codigo,1843009
Qtd. Anos,58
Ano,Maxima
1918,94.5
1919,101.7
1920,66
1921,58.5
1922,59
1923,103.5
1924,93
1925,72
1927,62
1928,98
1929,67
1930,63
1931,58.2
1935,68
1936,72
1937,56.7
1938,47
1939,77
1940,114
1941,105.8
1942,88.2
1943,80.8
1944,58.8
1945,70.6
1946,79.6
1947,82.5
1948,90.4
1949,96.4
1950,108.2
1951,67.4
1952,100
1953,202.5
1954,70.2
1955,62
1956,66
1957,81
1958,94.2
1959,98.6
1960,89.4
1961,60
1962,59
1975,58.4
1976,90.4
1977,107.7
1978,129.6
1979,0.5
1980,33.1
1981,47.2
1982,56.6
1990,57
1991,167.9
1992,90.7
1993,133.6
1994,100.6
1995,95
1996,54.1
1997,84.2
1998,72.4
