UF,MG
Cidade,VIRGEM DA LAPA
Nome Posto,PEGA
Latitude,-16.860000000000003
Longitude,-42.347500000000004
Codigo,1642013
Qtd. Anos,58
Ano,Maxima
1946,70
1947,57.2
1948,80.3
1949,46.8
1950,55.8
1951,66.4
1968,63.8
1969,70.2
1970,88.6
1971,67.2
1972,92.9
1973,68
1974,89
1975,98
1976,65
1977,75
1978,73
1979,90
1980,64
1981,65.1
1982,85.2
1983,70.1
1984,50
1985,70
1986,59.3
1987,87.2
1988,84
1989,67.4
1990,82.3
1991,62.4
1992,196
1993,74
1994,80.2
1995,94.2
1996,91.7
1997,50.1
1998,79.3
1999,53.1
2000,110
2001,63.1
2002,58.7
2003,49
2004,80.2
2005,105.5
2006,94.1
2007,38.6
2008,72
2009,45
2010,65
2011,70.7
2012,35.9
2013,128
2014,69.5
2015,52.4
2016,63.2
2017,79.5
2018,59.7
2019,63.2
