UF,MG
Cidade,CAMPANHA
Nome Posto,USINA DO CHICAO
Latitude,-21.91916666666667
Longitude,-45.47888888888889
Codigo,2145009
Qtd. Anos,79
Ano,Maxima
1941,46
1942,46
1943,71
1944,25
1945,75.8
1946,44
1947,51.4
1948,52.2
1949,77.2
1950,86
1951,18.2
1952,24.4
1953,19.4
1954,24.4
1955,44.2
1956,18.8
1957,257.1
1958,29.2
1959,25.1
1960,25
1961,25
1962,25.8
1963,17.4
1964,25.5
1965,83
1966,85
1967,56.8
1968,75.2
1969,86.6
1970,102.6
1971,72.1
1972,75
1973,81
1974,84.4
1975,60.6
1976,64.4
1977,70.9
1978,99.2
1979,81
1980,98
1981,91
1982,71.9
1983,85.2
1984,45.4
1985,150
1986,83.5
1987,50
1988,47.4
1989,156.2
1990,53
1991,80.2
1992,138.5
1993,86
1994,84.2
1995,81.2
1996,90.4
1997,70.3
1998,58
1999,88
2000,101.2
2001,91.2
2002,57.8
2003,85
2004,60.2
2005,105
2006,118
2007,101.6
2008,140
2009,47.2
2010,72.2
2011,93
2012,51.6
2013,59
2014,63.6
2015,78.4
2016,112
2017,55.2
2018,29.6
2019,61
