UF,MG
Cidade,SANTO ANTONIO DO MONTE
Nome Posto,SANTO ANTONIO DO MONTE
Latitude,-20.084444444444443
Longitude,-45.29666666666667
Codigo,2045013
Qtd. Anos,45
Ano,Maxima
1975,81
1976,62.6
1977,57.6
1978,68.2
1979,100.6
1980,96.2
1981,96
1982,92.2
1983,102.2
1984,58.2
1985,107.2
1986,123
1987,58
1988,85
1989,72.4
1990,46
1991,102
1992,87
1993,58
1994,110
1995,100.7
1996,85
1997,121
1998,52
1999,80
2000,84.3
2001,112
2002,90.7
2003,80.2
2004,105.8
2005,87
2006,62.6
2007,91.3
2008,100.3
2009,154.3
2010,47
2011,92.4
2012,68
2013,73
2014,60.3
2015,76.2
2016,69.5
2017,72
2018,80.7
2019,57.4
