UF,MG
Cidade,ITAUNA
Nome Posto,FAZENDA COQUEIROS
Latitude,-20.129722222222224
Longitude,-44.474444444444444
Codigo,2044026
Qtd. Anos,46
Ano,Maxima
1974,46.7
1975,66.2
1976,40.6
1977,51.6
1978,89.6
1979,99
1980,65.6
1981,69.4
1982,64.8
1983,110
1984,95.2
1985,80.4
1986,101.4
1987,72.4
1988,53.6
1989,89.2
1990,67.2
1991,80.2
1992,83.2
1993,51.6
1994,90.9
1995,99
1996,90
1997,70
1998,63
1999,148
2000,78
2001,65.4
2002,58.8
2003,192.5
2004,75
2005,69
2006,64
2007,48.7
2008,84
2009,95.6
2010,76
2011,88.5
2012,68
2013,60.9
2014,38.3
2015,63.3
2016,123.5
2017,93.2
2018,105.9
2019,141.5
