UF,MG
Cidade,SANTA MARIA DO SUACUI
Nome Posto,SANTA MARIA DO SUACUI
Latitude,-18.20111111111111
Longitude,-42.45527777777778
Codigo,1842008
Qtd. Anos,51
Ano,Maxima
1969,64
1970,75
1971,79.6
1972,32.4
1973,86.8
1974,78.4
1975,64.4
1976,43.9
1977,54.6
1978,81.4
1979,100.4
1980,80.2
1981,268.2
1982,118.4
1983,50
1984,50
1985,75
1986,110.2
1987,75
1988,75
1989,75
1990,75
1991,100
1992,61
1993,76.6
1994,61
1995,80.4
1996,50.3
1997,100.1
1998,59.4
1999,56.1
2000,55.8
2001,88.8
2002,72.9
2003,97.4
2004,80
2005,92.1
2006,75.5
2007,51.1
2008,85.5
2009,88.2
2010,67.3
2011,92.1
2012,74.1
2013,102
2014,37
2015,91
2016,145
2017,68
2018,76
2019,94
