UF,MG
Cidade,CAREACU
Nome Posto,UHE MARECHAL MASCARENHAS DE MORAES RIO SAPUCAI
Latitude,-22.053333333333335
Longitude,-45.69916666666666
Codigo,2245074
Qtd. Anos,79
Ano,Maxima
1941,58.1
1942,92.2
1943,109.8
1944,59.6
1945,99.4
1946,58.2
1947,81.8
1948,61.8
1949,57.2
1950,63.8
1951,77.4
1952,48
1953,74.4
1954,48.6
1955,78.2
1956,68.2
1957,77.2
1958,61.2
1959,60.2
1960,101.8
1961,88.8
1962,120
1963,32.2
1964,123
1965,81
1966,104
1967,66
1968,64.3
1969,127.5
1970,109.5
1971,91.3
1972,113.2
1973,84
1974,66.5
1975,23.8
1976,105
1977,71
1978,80.8
1979,86
1980,95
1981,72
1982,78.4
1983,82.3
1984,53.6
1985,193
1986,89
1987,81.5
1988,52
1989,54.2
1990,63
1991,121
1992,143
1993,62.4
1994,91
1995,91.7
1996,72.1
1997,53
1998,43.5
1999,94
2000,108.8
2001,63.3
2002,92.3
2003,64.2
2004,78.2
2005,87.5
2006,61.2
2007,74
2008,61
2009,67.8
2010,56
2011,67.3
2012,63
2013,84
2014,64
2015,82
2016,76
2017,83
2018,40
2019,72.3
