UF,MG
Cidade,PRATA
Nome Posto,FAZENDA BURITI DO PRATA
Latitude,-19.359722222222224
Longitude,-49.180277777777775
Codigo,1949002
Qtd. Anos,53
Ano,Maxima
1967,60
1968,72
1969,43.1
1970,92.3
1971,60.4
1972,80.2
1973,99.2
1974,55.3
1975,65.4
1976,68.2
1977,85
1978,61
1979,72
1980,97.4
1981,74
1982,79.5
1983,118.2
1984,62.4
1985,91.1
1986,66
1987,63
1988,73.3
1989,96.5
1990,127.3
1991,69
1992,130
1993,99.4
1994,81.5
1995,46.2
1996,64.7
1997,69.4
1998,100.9
1999,95.3
2000,70.3
2001,55.8
2002,72.8
2003,104.8
2004,156.5
2005,86.7
2006,103.3
2007,92.6
2008,127.9
2009,130
2010,106
2011,96.5
2012,85
2013,67.3
2014,41.5
2015,95
2016,83.1
2017,56.8
2018,22
2019,70.5
