UF,MG
Cidade,JEQUITIBA
Nome Posto,FAZENDA VARGEM BONITA
Latitude,-19.237222222222222
Longitude,-44.12305555555555
Codigo,1944024
Qtd. Anos,59
Ano,Maxima
1961,62.3
1962,80.2
1963,78.3
1964,59.1
1965,88
1966,51.6
1967,58.3
1968,98
1969,70.6
1970,73.5
1971,53.9
1972,102.5
1973,79.2
1974,68.3
1975,75.4
1976,63.7
1977,105.4
1978,125
1979,84
1980,65
1981,123
1982,67
1983,77
1984,102.6
1985,74.6
1986,45.1
1987,67.6
1988,56.8
1989,70
1990,58
1991,200
1992,69
1993,50
1994,95
1995,128
1996,67.4
1997,156
1998,68
1999,76
2000,50.8
2001,82.8
2002,67.8
2003,116.4
2004,60.4
2005,92.5
2006,56.2
2007,58
2008,75.6
2009,79.4
2010,75.5
2011,60.3
2012,186.2
2013,49.8
2014,62.8
2015,58.8
2016,112.6
2017,64.2
2018,96.2
2019,153.6
