UF,MG
Cidade,DORES DO INDAIA
Nome Posto,DORES DO INDAIA (CVSF)
Latitude,-19.46861111111111
Longitude,-45.60166666666667
Codigo,1945019
Qtd. Anos,62
Ano,Maxima
1958,38.8
1959,69.2
1960,81.2
1961,108.4
1962,96.2
1963,46.4
1964,126.4
1965,78.8
1966,105.8
1967,75.9
1968,129.1
1969,110.2
1970,104.6
1971,87.2
1972,62.1
1973,52.3
1974,57.1
1975,62.1
1976,95.6
1977,64.2
1978,119.2
1979,57
1980,94
1981,74
1982,96
1983,107.2
1984,43
1985,100.9
1986,76.9
1987,58.2
1988,99
1989,81.6
1990,89.4
1991,70.2
1992,116
1993,70.6
1994,108.4
1995,71.8
1996,71
1997,85.8
1998,72
1999,93
2000,91
2001,50
2002,76.4
2003,80
2004,70
2005,91.7
2006,83.1
2007,72.3
2008,145.4
2009,90
2010,60
2011,110.2
2012,81.5
2013,107.1
2014,67.3
2015,71
2016,66
2017,69
2018,96.3
2019,85.7
