UF,MG
Cidade,UBERLANDIA
Nome Posto,FAZENDA LETREIRO
Latitude,-18.988333333333333
Longitude,-48.19027777777777
Codigo,1948006
Qtd. Anos,46
Ano,Maxima
1974,74
1975,76
1976,68.6
1977,62.3
1978,48.4
1979,72.8
1980,75.4
1981,81.6
1982,113
1983,125
1984,98
1985,97
1986,100.5
1987,89
1988,68
1989,76.5
1990,42.8
1991,100
1992,98.8
1993,61.4
1994,66.7
1995,96.8
1996,69.3
1997,122.3
1998,67.3
1999,69.3
2000,61.7
2001,77.2
2002,83.4
2003,122.7
2004,119.8
2005,79.7
2006,76.7
2007,81.7
2008,69.9
2009,117.7
2010,119.9
2011,63.4
2012,69.5
2013,126.5
2014,67.3
2015,43.7
2016,89.7
2017,80.6
2018,71.2
2019,123
