UF,MG
Cidade,RAUL SOARES
Nome Posto,RAUL SOARES - MONTANTE
Latitude,-20.103611111111114
Longitude,-42.44
Codigo,2042008
Qtd. Anos,79
Ano,Maxima
1941,55
1942,73
1943,77.2
1944,107.6
1945,100
1946,45.6
1947,66.4
1948,65.8
1949,70.8
1950,93.2
1951,62
1952,93.8
1953,76
1954,70.2
1955,73
1956,78.4
1957,83
1958,89.8
1959,50.8
1960,84.6
1961,77.2
1962,84.6
1963,62
1964,78
1965,85.2
1966,109
1967,71
1968,102.4
1969,122.4
1970,75.2
1971,74.2
1972,92.2
1973,68.2
1974,59
1975,48.8
1976,71.2
1977,60.2
1978,82.2
1979,114.2
1980,68.4
1981,103.4
1982,73.8
1983,87
1984,99.4
1985,104
1986,44.5
1987,60
1988,110
1989,67.8
1990,34
1991,133.2
1992,77.4
1993,69
1994,78
1995,53
1996,67.4
1997,119.6
1998,60
1999,79.3
2000,128
2001,114
2002,94
2003,130.5
2004,126.5
2005,93
2006,84
2007,62
2008,122.5
2009,68.7
2010,57.3
2011,130
2012,60.2
2013,50.4
2014,56
2015,73.4
2016,88.6
2017,111
2018,77.6
2019,60.1
