UF,MG
Cidade,SANTA BARBARA
Nome Posto,COLEGIO CARACA
Latitude,-20.096944444444443
Longitude,-43.488055555555555
Codigo,2043059
Qtd. Anos,37
Ano,Maxima
1983,136
1984,122
1985,136
1986,110
1987,104
1988,81
1989,139
1990,68
1991,131
1992,195
1993,116
1994,150.9
1995,150.2
1996,90.4
1997,150.9
1998,96.5
1999,80.5
2000,87.2
2001,78.9
2002,151.1
2003,155.1
2004,104.3
2005,92.1
2006,103.5
2007,73.2
2008,163.3
2009,76.5
2010,76.7
2011,204
2012,112.1
2013,87.5
2014,51.2
2015,74.4
2016,91.6
2017,93.7
2018,70.3
2019,51.2
