UF,MG
Cidade,BAMBUI
Nome Posto,FAZENDA AJUDAS
Latitude,-20.101666666666667
Longitude,-46.055
Codigo,2046007
Qtd. Anos,79
Ano,Maxima
1941,51.2
1942,82.4
1943,73
1944,56.9
1945,110
1946,71.6
1947,105.6
1948,81.3
1949,57.2
1950,86.4
1951,69
1952,90.5
1953,58
1954,71.5
1955,58.3
1956,45.5
1957,69
1958,50.3
1959,75
1960,75.2
1961,45.1
1962,82
1963,26.3
1964,56
1965,75.2
1966,62.3
1967,85
1968,91.5
1969,76.9
1970,59.5
1971,61.1
1972,74
1973,80.1
1974,79
1975,91
1976,66
1977,74.2
1978,102.2
1979,64
1980,70.2
1981,55.2
1982,64.3
1983,112
1984,56.5
1985,75.3
1986,127.2
1987,58
1988,71.2
1989,67.2
1990,66
1991,110
1992,81.3
1993,58.2
1994,110.1
1995,75
1996,61.3
1997,142.1
1998,52
1999,59.2
2000,56.4
2001,60.8
2002,68.6
2003,54.8
2004,95.2
2005,62.4
2006,94.2
2007,68.3
2008,87.2
2009,72.1
2010,103.9
2011,80.5
2012,74.2
2013,83.8
2014,32.8
2015,88.2
2016,67.6
2017,78.5
2018,77.5
2019,76.3
