UF,MG
Cidade,TAPIRA
Nome Posto,TAPIRA
Latitude,-19.926944444444445
Longitude,-46.82527777777778
Codigo,1946011
Qtd. Anos,46
Ano,Maxima
1974,21.3
1975,91
1976,83
1977,69
1978,57.8
1979,96.4
1980,76.2
1981,81.6
1982,60.2
1983,56.4
1984,67
1985,68.2
1986,99.9
1987,75
1988,70.9
1989,64.2
1990,77
1991,72.8
1992,68.4
1993,72.4
1994,70
1995,71
1996,47.1
1997,80.2
1998,47.1
1999,63.4
2000,65.7
2001,85.2
2002,46.5
2003,72.8
2004,79.4
2005,65.8
2006,88.5
2007,106.8
2008,81.4
2009,75.5
2010,90
2011,106.8
2012,98.3
2013,83.5
2014,69.5
2015,145.1
2016,100
2017,109.2
2018,69.2
2019,70.4
