UF,MG
Cidade,MANTENA
Nome Posto,VARGEM GRANDE
Latitude,-18.68111111111111
Longitude,-41.196666666666665
Codigo,1841006
Qtd. Anos,53
Ano,Maxima
1967,32
1968,73.5
1969,69
1970,81
1971,64.8
1972,61.8
1973,98.3
1974,74.9
1975,73.8
1976,73.2
1977,85.2
1978,58
1979,93.1
1980,78.9
1981,53.9
1982,75.5
1983,69.3
1984,95.3
1985,123.2
1986,48.1
1987,65.4
1988,62.4
1989,85.2
1990,60.2
1991,76.2
1992,55.1
1993,79
1994,50.6
1995,90.2
1996,48.1
1997,85.4
1998,77.4
1999,67.5
2000,76.1
2001,55.4
2002,83.4
2003,127.5
2004,93.2
2005,79.2
2006,70.5
2007,84.6
2008,72.2
2009,59.2
2010,91.6
2011,50.8
2012,67.5
2013,65.6
2014,68.4
2015,48.5
2016,103.2
2017,69
2018,79.1
2019,45.2
