UF,MG
Cidade,LAGOA SANTA
Nome Posto,PONTE RAUL SOARES
Latitude,-19.56138888888889
Longitude,-43.91777777777777
Codigo,1943049
Qtd. Anos,47
Ano,Maxima
1972,74.2
1973,72.2
1974,70.2
1975,68
1976,50
1977,73
1978,158.9
1979,89.2
1980,67
1981,61.8
1982,58
1983,92.5
1984,51.2
1985,78.7
1986,75.3
1987,98.3
1988,67.6
1989,60.7
1990,142.5
1991,57.8
1992,96.6
1993,54.2
1994,82.3
1995,173.2
1996,120.8
1997,44.4
1998,54.7
1999,48.2
2000,83.6
2001,85.6
2002,60.8
2003,69.6
2004,54.6
2005,77.1
2006,57.8
2007,99.2
2008,58.1
2009,65.3
2010,38.2
2011,49.5
2012,59.4
2013,44.2
2015,36.5
2016,137.9
2017,80.2
2018,57.6
2019,55.1
