UF,MG
Cidade,PARACATU
Nome Posto,FAZENDA POCOES
Latitude,-17.041944444444447
Longitude,-46.81777777777778
Codigo,1746017
Qtd. Anos,37
Ano,Maxima
1983,114.8
1984,85.2
1985,93.1
1986,94
1987,92.2
1988,75.2
1989,19.3
1990,97
1991,85
1992,75
1993,130.6
1994,80
1995,50
1996,71.1
1997,90.3
1998,76.1
1999,74.5
2000,55.8
2001,66.4
2002,63.5
2003,58.8
2004,125.4
2005,201
2006,105.8
2007,111.2
2008,87.6
2009,93.7
2010,100
2011,103.9
2012,116.7
2013,86.2
2014,59.6
2015,84.2
2016,74.3
2017,79.1
2018,49.5
2019,65.4
