UF,MG
Cidade,BOCAINA DE MINAS
Nome Posto,MIRANTAO (CAPELINHA DAS FLORES)
Latitude,-22.253888888888888
Longitude,-44.495
Codigo,2244058
Qtd. Anos,49
Ano,Maxima
1971,90.4
1972,121.2
1973,63.5
1974,57.2
1975,54.2
1976,115.6
1977,72.8
1978,77.2
1979,105.8
1980,67
1981,92.8
1982,87.6
1983,68
1984,73.6
1985,104.6
1986,56.4
1987,87
1988,96
1989,777.7
1990,64.8
1991,83
1992,81
1993,93.2
1994,130
1995,73
1996,120
1997,53.8
1998,67.5
1999,110.2
2000,142.7
2001,83.7
2002,75.9
2003,69.1
2004,85.9
2005,149.1
2006,71
2007,57.9
2008,92.1
2009,61.2
2010,91.8
2011,85.7
2012,62.9
2013,112.2
2014,104.8
2015,82.4
2016,121
2017,71
2018,75.6
2019,61.7
