UF,MG
Cidade,UNAI
Nome Posto,UNAI
Latitude,-16.35138888888889
Longitude,-46.88972222222222
Codigo,1646001
Qtd. Anos,56
Ano,Maxima
1964,73.4
1965,65.2
1966,53.2
1967,66.8
1968,60.6
1969,86.8
1970,84.3
1971,61
1972,78.4
1973,85.4
1974,85.2
1975,74
1976,67.4
1977,72.4
1978,84.7
1979,87.2
1980,90.3
1981,82.3
1982,100.4
1983,92.4
1984,61.4
1985,64.2
1986,50.9
1987,99.1
1988,86.2
1989,98.3
1990,35.6
1991,133.6
1992,75.6
1993,94.8
1994,96.5
1995,108.2
1996,91
1997,86.4
1998,63.1
1999,73.5
2000,96
2001,63.8
2002,76.3
2003,89.5
2004,53.4
2005,189.9
2006,77.6
2007,98.4
2008,97.6
2009,85.6
2010,47.2
2011,76
2012,103.9
2013,54.4
2014,75.3
2015,60.5
2016,90.6
2017,64
2018,100.5
2019,109.6
