UF,MG
Cidade,DELFIM MOREIRA
Nome Posto,BAIRRO SANTA CRUZ
Latitude,-22.40694444444444
Longitude,-45.215
Codigo,2245087
Qtd. Anos,53
Ano,Maxima
1967,61.6
1968,88.3
1969,105.3
1970,55.9
1971,78
1972,58.6
1973,62
1974,50
1975,106
1976,95.8
1977,61
1978,67
1979,154
1980,84
1981,54
1982,31.4
1983,65.8
1984,40.9
1985,60.5
1986,95.3
1987,60.5
1988,46.6
1989,54.1
1990,72.4
1991,129.3
1992,113.6
1993,54.6
1994,45.4
1995,97.2
1996,90.5
1997,50.2
1998,54
1999,45.6
2000,219.3
2001,65.3
2002,91.8
2003,41
2004,54.2
2005,74.4
2006,79.7
2007,59
2008,69.2
2009,52.8
2010,60
2011,60.1
2012,43.1
2013,55
2014,35.3
2015,41
2016,69
2017,49.3
2018,38.8
2019,43
