UF,MG
Cidade,JUIZ DE FORA
Nome Posto,TORREOES
Latitude,-21.86916666666667
Longitude,-43.55555555555555
Codigo,2143016
Qtd. Anos,78
Ano,Maxima
1943,55
1944,95.4
1945,72.3
1946,41.4
1947,93.8
1948,50.1
1949,59.5
1950,48.2
1951,82
1952,120.2
1953,52
1954,36.1
1955,78
1956,104
1957,101
1958,37.1
1959,47.2
1960,53.3
1961,81.2
1962,80.3
1963,77.3
1964,100.3
1965,84.2
1966,86.3
1967,50.5
1968,77.6
1969,71.8
1970,45.1
1971,100.4
1972,85.8
1973,56.4
1974,70.4
1975,50.1
1976,78.3
1977,66.1
1978,93.4
1979,82.2
1980,69.1
1981,58
1982,96.1
1983,109.9
1984,42.4
1985,108.1
1986,48.2
1987,93.3
1988,66.2
1989,42.2
1990,63.5
1991,68
1992,70.7
1993,54.5
1994,136
1995,86.9
1996,52
1997,60
1998,98.2
1999,96.7
2000,70.3
2001,59.3
2002,80.6
2003,97.2
2004,90
2005,93.9
2006,76.5
2007,141.4
2008,163.2
2009,145.6
2010,96.8
2011,85.4
2012,86.3
2013,103.5
2014,139.8
2015,116.5
2016,98.6
2017,85.4
2018,185.4
2019,111
2020,38.4
