UF,MG
Cidade,PEDRA AZUL
Nome Posto,PEDRA AZUL (FORTALEZA)
Latitude,-16
Longitude,-41.28333333333333
Codigo,1641008
Qtd. Anos,44
Ano,Maxima
1975,77.5
1976,67.2
1977,81.5
1978,71.7
1979,75.3
1980,91.2
1981,57.8
1982,43.8
1983,101.5
1984,55
1985,68.6
1986,73.6
1987,44.6
1988,53.8
1989,85.8
1990,81
1991,65.6
1992,78.6
1993,65
1994,78.6
1995,71.8
1996,81.7
1997,72.5
1998,114
1999,46.6
2000,66.8
2001,64.6
2002,132.8
2003,44.3
2004,87.8
2005,123.6
2006,70.4
2007,66.8
2008,90
2009,62.8
2010,81.9
2011,79.6
2012,82.2
2013,64.9
2014,72.8
2015,122.2
2016,95.4
2017,89.8
2018,78.4
