UF,MG
Cidade,RIO PRETO
Nome Posto,FAZENDA SAO GABRIEL
Latitude,-22.011666666666667
Longitude,-43.875
Codigo,2243202
Qtd. Anos,75
Ano,Maxima
1946,68
1947,115
1948,80.8
1949,86.2
1950,76
1951,73
1952,120.4
1953,69
1954,80.1
1955,104.6
1956,143.6
1957,70.6
1958,141.2
1959,86
1960,110
1961,126.4
1962,80
1963,61
1964,85.2
1965,110
1966,88
1967,66
1968,93.4
1969,96.8
1970,66.3
1971,89
1972,83
1973,106
1974,68
1975,85
1976,79.6
1977,140
1978,88.2
1979,78.4
1980,88
1981,120
1982,100
1983,125
1984,62
1985,78.2
1986,72.6
1987,92.2
1988,91.4
1989,84.2
1990,42
1991,107
1992,106
1993,74
1994,76
1995,84.4
1996,98.3
1997,85.6
1998,55.3
1999,80
2000,97.4
2001,72.4
2002,81
2003,130
2004,82.1
2005,59.2
2006,50.3
2007,90
2008,52.3
2009,72
2010,40.1
2011,69
2012,62.5
2013,62.5
2014,66
2015,61.5
2016,170
2017,118.4
2018,122.3
2019,95.6
2020,60.1
