UF,MG
Cidade,INCONFIDENTES
Nome Posto,INCONFIDENTES
Latitude,-22.32111111111111
Longitude,-46.32944444444445
Codigo,2246056
Qtd. Anos,54
Ano,Maxima
1966,56.8
1967,50.8
1968,47
1969,68.6
1970,92.8
1971,60.5
1972,100
1973,86
1974,65.2
1975,69.4
1976,57.4
1977,67
1978,56.3
1979,54
1980,76
1981,91.6
1982,83.6
1983,80.4
1984,79
1985,80.9
1986,71.2
1987,50.4
1988,68.3
1989,92.6
1990,89.1
1991,28
1992,126
1993,51.3
1994,87
1995,65.6
1996,68.4
1997,55.1
1998,48
1999,55.7
2000,90.5
2001,67.1
2002,55
2003,55
2004,88.5
2005,56.3
2006,68
2007,87.5
2008,76.1
2009,79.4
2010,75
2011,68.1
2012,53.4
2013,77.9
2014,57.6
2015,55
2016,112
2017,77.6
2018,71.5
2019,83.4
