UF,MG
Cidade,DESTERRO DO MELO
Nome Posto,DESTERRO DO MELO
Latitude,-21.149166666666666
Longitude,-43.519999999999996
Codigo,2143003
Qtd. Anos,79
Ano,Maxima
1941,61.4
1942,117.8
1943,59
1944,104.8
1945,79.4
1946,84.3
1947,35.2
1948,39.4
1949,52.2
1950,78.1
1951,92
1952,106.2
1953,87.2
1954,41
1955,53.4
1956,99.3
1957,82
1958,88.4
1959,56.2
1960,94
1961,93
1962,74
1963,65
1964,66
1965,76
1966,100.3
1967,76
1968,82.4
1969,81
1970,80
1971,123.3
1972,96
1973,200.5
1974,81.5
1975,82.2
1976,76
1977,98.8
1978,112.5
1979,121
1980,66.3
1981,203
1982,93
1983,80.2
1984,82
1985,80
1986,67.2
1987,128.4
1988,78.1
1989,91
1990,73.6
1991,85.3
1992,141
1993,83
1994,83
1995,97.5
1996,98.1
1997,82.8
1998,135.7
1999,145.7
2000,106.8
2001,102.3
2002,62.9
2003,82.1
2004,121.3
2005,75.7
2006,94.3
2007,113.7
2008,117
2009,79.8
2010,83.6
2011,115
2012,65.9
2013,94.6
2014,81.4
2015,82.3
2016,103.6
2017,81.4
2018,70.6
2019,87.8
