UF,MG
Cidade,AIMORES
Nome Posto,SAO SEBASTIAO DA ENCRUZILHADA
Latitude,-19.4925
Longitude,-41.16166666666666
Codigo,1941010
Qtd. Anos,53
Ano,Maxima
1967,68.4
1968,260.9
1969,56.2
1970,93.3
1971,75
1972,68.8
1973,121.2
1974,72.6
1975,51.6
1976,61.8
1977,74.3
1978,69.3
1979,132.1
1980,68.8
1981,74.3
1982,61.6
1983,65
1984,98
1985,51.3
1986,71.6
1987,91
1988,94.6
1989,132.4
1990,60.2
1991,81.4
1992,79.8
1993,88.4
1994,153.4
1995,65.6
1996,133.6
1997,126.2
1998,90.4
1999,85
2000,53.5
2001,73.3
2002,77.8
2003,96.4
2004,87.4
2005,64
2006,96.2
2007,42.6
2008,77.3
2009,62.1
2010,76.5
2011,99.8
2012,70.8
2013,99
2014,74.2
2015,86.3
2016,125.6
2017,60.5
2018,70.4
2019,62.7
