UF,MG
Cidade,CARVALHOS
Nome Posto,CARVALHOS
Latitude,-21.998055555555556
Longitude,-44.46361111111111
Codigo,2144025
Qtd. Anos,54
Ano,Maxima
1966,9.2
1967,42.4
1968,89.8
1969,178
1970,122
1971,77.8
1972,79.3
1973,112.8
1974,94
1975,75.8
1976,83.2
1977,88.5
1978,88.4
1979,74.1
1980,111.8
1981,126.2
1982,94.2
1983,104.8
1984,53.4
1985,79.6
1986,167.3
1987,104.4
1988,108.4
1989,55.5
1990,60
1991,76.8
1992,124.2
1993,64
1994,149.4
1995,60.3
1996,70.4
1997,44.8
1998,48.4
1999,98.2
2000,106.2
2001,38.2
2002,104
2003,100.4
2004,102
2005,113.3
2006,57.6
2007,88
2008,74
2009,89.3
2010,65.4
2011,80
2012,51
2013,79
2014,38.5
2015,45
2016,57.1
2017,45.4
2018,81.3
2019,24.5
