UF,MG
Cidade,JEQUITINHONHA
Nome Posto,JEQUITINHONHA
Latitude,-16.427500000000002
Longitude,-41.013888888888886
Codigo,1641002
Qtd. Anos,75
Ano,Maxima
1941,61.2
1942,51
1943,20.3
1948,82.2
1949,93.6
1950,66.4
1951,49.4
1952,100.9
1953,84.9
1954,109.2
1955,63.5
1956,94.5
1957,65.3
1958,40.7
1959,75
1960,71
1961,50
1962,73.4
1963,76.3
1964,100
1965,102
1966,122
1967,62
1968,109
1969,71
1970,79.2
1971,49.3
1972,60.6
1973,68.1
1974,119
1975,50.5
1976,39.8
1977,80.2
1978,70
1979,62.2
1980,113.3
1981,78.3
1982,75.8
1983,135.1
1984,58.4
1985,64.6
1986,66.3
1987,63.1
1988,102.2
1989,33.2
1990,72
1991,106.3
1992,60.3
1993,64.2
1994,108
1995,60.2
1996,128.3
1997,81.3
1998,47.2
1999,74.2
2000,70
2001,51.3
2002,88
2003,68.2
2004,72.3
2005,123.2
2006,56
2007,71.5
2008,77.7
2009,60
2010,107.8
2011,157.2
2012,50.3
2013,67.7
2014,64.6
2015,81.7
2016,61.4
2017,79.9
2018,41
2019,122.2
